file,line,type,commit,author,date,time,timezone,datetime,depth,length
resume/index.html,34,html,426c1659,Shreyesh Vankina,2026-04-05,20:23:50,-07:00,2026-04-05T20:23:50-07:00,8,34
resume/index.html,35,html,426c1659,Shreyesh Vankina,2026-04-05,20:23:50,-07:00,2026-04-05T20:23:50-07:00,8,1
resume/index.html,36,html,426c1659,Shreyesh Vankina,2026-04-05,20:23:50,-07:00,2026-04-05T20:23:50-07:00,10,41
resume/index.html,37,html,426c1659,Shreyesh Vankina,2026-04-05,20:23:50,-07:00,2026-04-05T20:23:50-07:00,10,38
resume/index.html,38,html,426c1659,Shreyesh Vankina,2026-04-05,20:23:50,-07:00,2026-04-05T20:23:50-07:00,8,2
resume/index.html,39,html,426c1659,Shreyesh Vankina,2026-04-05,20:23:50,-07:00,2026-04-05T20:23:50-07:00,6,7
resume/index.html,40,html,426c1659,Shreyesh Vankina,2026-04-05,20:23:50,-07:00,2026-04-05T20:23:50-07:00,6,2
resume/index.html,41,html,426c1659,Shreyesh Vankina,2026-04-05,20:23:50,-07:00,2026-04-05T20:23:50-07:00,8,57
resume/index.html,42,html,426c1659,Shreyesh Vankina,2026-04-05,20:23:50,-07:00,2026-04-05T20:23:50-07:00,8,52
resume/index.html,43,html,426c1659,Shreyesh Vankina,2026-04-05,20:23:50,-07:00,2026-04-05T20:23:50-07:00,8,53
resume/index.html,44,html,426c1659,Shreyesh Vankina,2026-04-05,20:23:50,-07:00,2026-04-05T20:23:50-07:00,6,3
resume/index.html,45,html,426c1659,Shreyesh Vankina,2026-04-05,20:23:50,-07:00,2026-04-05T20:23:50-07:00,4,8
resume/index.html,46,html,426c1659,Shreyesh Vankina,2026-04-05,20:23:50,-07:00,2026-04-05T20:23:50-07:00,2,8
resume/index.html,47,html,426c1659,Shreyesh Vankina,2026-04-05,20:23:50,-07:00,2026-04-05T20:23:50-07:00,0,0
resume/index.html,48,html,426c1659,Shreyesh Vankina,2026-04-05,20:23:50,-07:00,2026-04-05T20:23:50-07:00,2,7
resume/index.html,49,html,426c1659,Shreyesh Vankina,2026-04-05,20:23:50,-07:00,2026-04-05T20:23:50-07:00,4,13
resume/index.html,50,html,426c1659,Shreyesh Vankina,2026-04-05,20:23:50,-07:00,2026-04-05T20:23:50-07:00,4,2
resume/index.html,51,html,426c1659,Shreyesh Vankina,2026-04-05,20:23:50,-07:00,2026-04-05T20:23:50-07:00,6,44
resume/index.html,52,html,426c1659,Shreyesh Vankina,2026-04-05,20:23:50,-07:00,2026-04-05T20:23:50-07:00,6,33
resume/index.html,53,html,426c1659,Shreyesh Vankina,2026-04-05,20:23:50,-07:00,2026-04-05T20:23:50-07:00,6,25
resume/index.html,54,html,426c1659,Shreyesh Vankina,2026-04-05,20:23:50,-07:00,2026-04-05T20:23:50-07:00,4,3
resume/index.html,55,html,426c1659,Shreyesh Vankina,2026-04-05,20:23:50,-07:00,2026-04-05T20:23:50-07:00,2,8
resume/index.html,56,html,426c1659,Shreyesh Vankina,2026-04-05,20:23:50,-07:00,2026-04-05T20:23:50-07:00,0,0
resume/index.html,57,html,426c1659,Shreyesh Vankina,2026-04-05,20:23:50,-07:00,2026-04-05T20:23:50-07:00,2,7
resume/index.html,58,html,426c1659,Shreyesh Vankina,2026-04-05,20:23:50,-07:00,2026-04-05T20:23:50-07:00,4,15
resume/index.html,59,html,426c1659,Shreyesh Vankina,2026-04-05,20:23:50,-07:00,2026-04-05T20:23:50-07:00,4,7
resume/index.html,60,html,426c1659,Shreyesh Vankina,2026-04-05,20:23:50,-07:00,2026-04-05T20:23:50-07:00,6,44
resume/index.html,61,html,426c1659,Shreyesh Vankina,2026-04-05,20:23:50,-07:00,2026-04-05T20:23:50-07:00,4,8
resume/index.html,62,html,426c1659,Shreyesh Vankina,2026-04-05,20:23:50,-07:00,2026-04-05T20:23:50-07:00,2,8
resume/index.html,63,html,426c1659,Shreyesh Vankina,2026-04-05,20:23:50,-07:00,2026-04-05T20:23:50-07:00,0,0
resume/index.html,64,html,426c1659,Shreyesh Vankina,2026-04-05,20:23:50,-07:00,2026-04-05T20:23:50-07:00,0,5
resume/index.html,65,html,426c1659,Shreyesh Vankina,2026-04-05,20:23:50,-07:00,2026-04-05T20:23:50-07:00,0,5
projects/projects.js,1,js,2ff76dbf,Shreyesh Vankina,2026-04-25,18:29:03,-07:00,2026-04-25T18:29:03-07:00,0,55
projects/projects.js,2,js,72ff8f12,Shreyesh Vankina,2026-05-01,14:21:34,-07:00,2026-05-01T14:21:34-07:00,0,63
projects/projects.js,3,js,2ff76dbf,Shreyesh Vankina,2026-04-25,18:29:03,-07:00,2026-04-25T18:29:03-07:00,0,0
projects/projects.js,4,js,2ff76dbf,Shreyesh Vankina,2026-04-25,18:29:03,-07:00,2026-04-25T18:29:03-07:00,0,55
projects/projects.js,5,js,2ff76dbf,Shreyesh Vankina,2026-04-25,18:29:03,-07:00,2026-04-25T18:29:03-07:00,0,0
projects/projects.js,6,js,2ff76dbf,Shreyesh Vankina,2026-04-25,18:29:03,-07:00,2026-04-25T18:29:03-07:00,0,60
projects/projects.js,7,js,2ff76dbf,Shreyesh Vankina,2026-04-25,18:29:03,-07:00,2026-04-25T18:29:03-07:00,0,62
projects/projects.js,8,js,2ff76dbf,Shreyesh Vankina,2026-04-25,18:29:03,-07:00,2026-04-25T18:29:03-07:00,0,0
projects/projects.js,9,js,2ff76dbf,Shreyesh Vankina,2026-04-25,18:29:03,-07:00,2026-04-25T18:29:03-07:00,0,34
projects/projects.js,10,js,2ff76dbf,Shreyesh Vankina,2026-04-25,18:29:03,-07:00,2026-04-25T18:29:03-07:00,2,48
projects/projects.js,11,js,2ff76dbf,Shreyesh Vankina,2026-04-25,18:29:03,-07:00,2026-04-25T18:29:03-07:00,0,0
projects/projects.js,12,js,2ff76dbf,Shreyesh Vankina,2026-04-25,18:29:03,-07:00,2026-04-25T18:29:03-07:00,0,0
projects/projects.js,13,js,2ff76dbf,Shreyesh Vankina,2026-04-25,18:29:03,-07:00,2026-04-25T18:29:03-07:00,0,30
projects/projects.js,14,js,2ff76dbf,Shreyesh Vankina,2026-04-25,18:29:03,-07:00,2026-04-25T18:29:03-07:00,2,56
projects/projects.js,15,js,72ff8f12,Shreyesh Vankina,2026-05-01,14:21:34,-07:00,2026-05-01T14:21:34-07:00,0,0
projects/projects.js,16,js,72ff8f12,Shreyesh Vankina,2026-05-01,14:21:34,-07:00,2026-05-01T14:21:34-07:00,0,0
projects/projects.js,17,js,72ff8f12,Shreyesh Vankina,2026-05-01,14:21:34,-07:00,2026-05-01T14:21:34-07:00,0,0
projects/projects.js,18,js,72ff8f12,Shreyesh Vankina,2026-05-01,14:21:34,-07:00,2026-05-01T14:21:34-07:00,0,57
projects/projects.js,19,js,72ff8f12,Shreyesh Vankina,2026-05-01,14:21:34,-07:00,2026-05-01T14:21:34-07:00,0,47
projects/projects.js,20,js,72ff8f12,Shreyesh Vankina,2026-05-01,14:21:34,-07:00,2026-05-01T14:21:34-07:00,0,0
projects/projects.js,21,js,72ff8f12,Shreyesh Vankina,2026-05-01,14:21:34,-07:00,2026-05-01T14:21:34-07:00,0,0
projects/projects.js,22,js,72ff8f12,Shreyesh Vankina,2026-05-01,14:21:34,-07:00,2026-05-01T14:21:34-07:00,0,21
projects/projects.js,23,js,72ff8f12,Shreyesh Vankina,2026-05-01,14:21:34,-07:00,2026-05-01T14:21:34-07:00,0,0
projects/projects.js,24,js,72ff8f12,Shreyesh Vankina,2026-05-01,14:21:34,-07:00,2026-05-01T14:21:34-07:00,0,38
projects/projects.js,25,js,72ff8f12,Shreyesh Vankina,2026-05-01,14:21:34,-07:00,2026-05-01T14:21:34-07:00,2,43
projects/projects.js,26,js,72ff8f12,Shreyesh Vankina,2026-05-01,14:21:34,-07:00,2026-05-01T14:21:34-07:00,2,32
projects/projects.js,27,js,72ff8f12,Shreyesh Vankina,2026-05-01,14:21:34,-07:00,2026-05-01T14:21:34-07:00,2,32
projects/projects.js,28,js,72ff8f12,Shreyesh Vankina,2026-05-01,14:21:34,-07:00,2026-05-01T14:21:34-07:00,2,30
projects/projects.js,29,js,72ff8f12,Shreyesh Vankina,2026-05-01,14:21:34,-07:00,2026-05-01T14:21:34-07:00,0,0
projects/projects.js,30,js,72ff8f12,Shreyesh Vankina,2026-05-01,14:21:34,-07:00,2026-05-01T14:21:34-07:00,2,29
projects/projects.js,31,js,72ff8f12,Shreyesh Vankina,2026-05-01,14:21:34,-07:00,2026-05-01T14:21:34-07:00,4,12
projects/projects.js,32,js,72ff8f12,Shreyesh Vankina,2026-05-01,14:21:34,-07:00,2026-05-01T14:21:34-07:00,4,14
projects/projects.js,33,js,72ff8f12,Shreyesh Vankina,2026-05-01,14:21:34,-07:00,2026-05-01T14:21:34-07:00,4,12
projects/projects.js,34,js,72ff8f12,Shreyesh Vankina,2026-05-01,14:21:34,-07:00,2026-05-01T14:21:34-07:00,2,0
projects/projects.js,35,js,72ff8f12,Shreyesh Vankina,2026-05-01,14:21:34,-07:00,2026-05-01T14:21:34-07:00,0,0
projects/projects.js,36,js,72ff8f12,Shreyesh Vankina,2026-05-01,14:21:34,-07:00,2026-05-01T14:21:34-07:00,2,50
projects/projects.js,37,js,72ff8f12,Shreyesh Vankina,2026-05-01,14:21:34,-07:00,2026-05-01T14:21:34-07:00,4,35
projects/projects.js,38,js,72ff8f12,Shreyesh Vankina,2026-05-01,14:21:34,-07:00,2026-05-01T14:21:34-07:00,2,1
projects/projects.js,39,js,72ff8f12,Shreyesh Vankina,2026-05-01,14:21:34,-07:00,2026-05-01T14:21:34-07:00,0,0
projects/projects.js,40,js,72ff8f12,Shreyesh Vankina,2026-05-01,14:21:34,-07:00,2026-05-01T14:21:34-07:00,2,53
projects/projects.js,41,js,72ff8f12,Shreyesh Vankina,2026-05-01,14:21:34,-07:00,2026-05-01T14:21:34-07:00,2,42
projects/projects.js,42,js,72ff8f12,Shreyesh Vankina,2026-05-01,14:21:34,-07:00,2026-05-01T14:21:34-07:00,2,51
projects/projects.js,43,js,72ff8f12,Shreyesh Vankina,2026-05-01,14:21:34,-07:00,2026-05-01T14:21:34-07:00,0,0
projects/projects.js,44,js,72ff8f12,Shreyesh Vankina,2026-05-01,14:21:34,-07:00,2026-05-01T14:21:34-07:00,2,27
projects/projects.js,45,js,72ff8f12,Shreyesh Vankina,2026-05-01,14:21:34,-07:00,2026-05-01T14:21:34-07:00,4,20
projects/projects.js,46,js,72ff8f12,Shreyesh Vankina,2026-05-01,14:21:34,-07:00,2026-05-01T14:21:34-07:00,4,19
projects/projects.js,47,js,72ff8f12,Shreyesh Vankina,2026-05-01,14:21:34,-07:00,2026-05-01T14:21:34-07:00,7,13
projects/projects.js,48,js,72ff8f12,Shreyesh Vankina,2026-05-01,14:21:34,-07:00,2026-05-01T14:21:34-07:00,7,22
projects/projects.js,49,js,72ff8f12,Shreyesh Vankina,2026-05-01,14:21:34,-07:00,2026-05-01T14:21:34-07:00,7,24
projects/projects.js,50,js,72ff8f12,Shreyesh Vankina,2026-05-01,14:21:34,-07:00,2026-05-01T14:21:34-07:00,7,18
projects/projects.js,51,js,72ff8f12,Shreyesh Vankina,2026-05-01,14:21:34,-07:00,2026-05-01T14:21:34-07:00,9,22
projects/projects.js,52,js,72ff8f12,Shreyesh Vankina,2026-05-01,14:21:34,-07:00,2026-05-01T14:21:34-07:00,9,43
projects/projects.js,53,js,72ff8f12,Shreyesh Vankina,2026-05-01,14:21:34,-07:00,2026-05-01T14:21:34-07:00,0,0
projects/projects.js,54,js,72ff8f12,Shreyesh Vankina,2026-05-01,14:21:34,-07:00,2026-05-01T14:21:34-07:00,9,20
projects/projects.js,55,js,72ff8f12,Shreyesh Vankina,2026-05-01,14:21:34,-07:00,2026-05-01T14:21:34-07:00,9,22
projects/projects.js,56,js,72ff8f12,Shreyesh Vankina,2026-05-01,14:21:34,-07:00,2026-05-01T14:21:34-07:00,12,26
projects/projects.js,57,js,72ff8f12,Shreyesh Vankina,2026-05-01,14:21:34,-07:00,2026-05-01T14:21:34-07:00,14,37
projects/projects.js,58,js,72ff8f12,Shreyesh Vankina,2026-05-01,14:21:34,-07:00,2026-05-01T14:21:34-07:00,12,1
projects/projects.js,59,js,72ff8f12,Shreyesh Vankina,2026-05-01,14:21:34,-07:00,2026-05-01T14:21:34-07:00,0,0
projects/projects.js,60,js,72ff8f12,Shreyesh Vankina,2026-05-01,14:21:34,-07:00,2026-05-01T14:21:34-07:00,9,22
projects/projects.js,61,js,72ff8f12,Shreyesh Vankina,2026-05-01,14:21:34,-07:00,2026-05-01T14:21:34-07:00,9,20
projects/projects.js,62,js,72ff8f12,Shreyesh Vankina,2026-05-01,14:21:34,-07:00,2026-05-01T14:21:34-07:00,12,26
projects/projects.js,63,js,72ff8f12,Shreyesh Vankina,2026-05-01,14:21:34,-07:00,2026-05-01T14:21:34-07:00,14,37
projects/projects.js,64,js,72ff8f12,Shreyesh Vankina,2026-05-01,14:21:34,-07:00,2026-05-01T14:21:34-07:00,12,1
projects/projects.js,65,js,72ff8f12,Shreyesh Vankina,2026-05-01,14:21:34,-07:00,2026-05-01T14:21:34-07:00,0,0
projects/projects.js,66,js,72ff8f12,Shreyesh Vankina,2026-05-01,14:21:34,-07:00,2026-05-01T14:21:34-07:00,9,43
projects/projects.js,67,js,72ff8f12,Shreyesh Vankina,2026-05-01,14:21:34,-07:00,2026-05-01T14:21:34-07:00,9,25
projects/projects.js,68,js,72ff8f12,Shreyesh Vankina,2026-05-01,14:21:34,-07:00,2026-05-01T14:21:34-07:00,11,50
projects/projects.js,69,js,72ff8f12,Shreyesh Vankina,2026-05-01,14:21:34,-07:00,2026-05-01T14:21:34-07:00,11,53
projects/projects.js,70,js,72ff8f12,Shreyesh Vankina,2026-05-01,14:21:34,-07:00,2026-05-01T14:21:34-07:00,9,6
projects/projects.js,71,js,72ff8f12,Shreyesh Vankina,2026-05-01,14:21:34,-07:00,2026-05-01T14:21:34-07:00,11,28
projects/projects.js,72,js,72ff8f12,Shreyesh Vankina,2026-05-01,14:21:34,-07:00,2026-05-01T14:21:34-07:00,11,46
projects/projects.js,73,js,72ff8f12,Shreyesh Vankina,2026-05-01,14:21:34,-07:00,2026-05-01T14:21:34-07:00,11,42
projects/projects.js,74,js,72ff8f12,Shreyesh Vankina,2026-05-01,14:21:34,-07:00,2026-05-01T14:21:34-07:00,13,40
projects/projects.js,75,js,72ff8f12,Shreyesh Vankina,2026-05-01,14:21:34,-07:00,2026-05-01T14:21:34-07:00,11,0
projects/projects.js,76,js,72ff8f12,Shreyesh Vankina,2026-05-01,14:21:34,-07:00,2026-05-01T14:21:34-07:00,11,56
projects/projects.js,77,js,72ff8f12,Shreyesh Vankina,2026-05-01,14:21:34,-07:00,2026-05-01T14:21:34-07:00,9,0
projects/projects.js,78,js,72ff8f12,Shreyesh Vankina,2026-05-01,14:21:34,-07:00,2026-05-01T14:21:34-07:00,7,1
projects/projects.js,79,js,72ff8f12,Shreyesh Vankina,2026-05-01,14:21:34,-07:00,2026-05-01T14:21:34-07:00,0,0
projects/projects.js,80,js,72ff8f12,Shreyesh Vankina,2026-05-01,14:21:34,-07:00,2026-05-01T14:21:34-07:00,4,16
projects/projects.js,81,js,72ff8f12,Shreyesh Vankina,2026-05-01,14:21:34,-07:00,2026-05-01T14:21:34-07:00,4,17
projects/projects.js,82,js,72ff8f12,Shreyesh Vankina,2026-05-01,14:21:34,-07:00,2026-05-01T14:21:34-07:00,7,36
projects/projects.js,83,js,72ff8f12,Shreyesh Vankina,2026-05-01,14:21:34,-07:00,2026-05-01T14:21:34-07:00,7,87
projects/projects.js,84,js,72ff8f12,Shreyesh Vankina,2026-05-01,14:21:34,-07:00,2026-05-01T14:21:34-07:00,2,1
projects/projects.js,85,js,72ff8f12,Shreyesh Vankina,2026-05-01,14:21:34,-07:00,2026-05-01T14:21:34-07:00,0,0
projects/projects.js,86,js,72ff8f12,Shreyesh Vankina,2026-05-01,14:21:34,-07:00,2026-05-01T14:21:34-07:00,0,0
projects/projects.js,87,js,72ff8f12,Shreyesh Vankina,2026-05-01,14:21:34,-07:00,2026-05-01T14:21:34-07:00,0,13
projects/projects.js,88,js,72ff8f12,Shreyesh Vankina,2026-05-01,14:21:34,-07:00,2026-05-01T14:21:34-07:00,2,23
projects/projects.js,89,js,72ff8f12,Shreyesh Vankina,2026-05-01,14:21:34,-07:00,2026-05-01T14:21:34-07:00,0,0
projects/projects.js,90,js,72ff8f12,Shreyesh Vankina,2026-05-01,14:21:34,-07:00,2026-05-01T14:21:34-07:00,0,0
projects/projects.js,91,js,72ff8f12,Shreyesh Vankina,2026-05-01,14:21:34,-07:00,2026-05-01T14:21:34-07:00,0,13
projects/projects.js,92,js,72ff8f12,Shreyesh Vankina,2026-05-01,14:21:34,-07:00,2026-05-01T14:21:34-07:00,0,53
projects/projects.js,93,js,72ff8f12,Shreyesh Vankina,2026-05-01,14:21:34,-07:00,2026-05-01T14:21:34-07:00,0,0
projects/projects.js,94,js,72ff8f12,Shreyesh Vankina,2026-05-01,14:21:34,-07:00,2026-05-01T14:21:34-07:00,0,48
projects/projects.js,95,js,72ff8f12,Shreyesh Vankina,2026-05-01,14:21:34,-07:00,2026-05-01T14:21:34-07:00,2,25
projects/projects.js,96,js,72ff8f12,Shreyesh Vankina,2026-05-01,14:21:34,-07:00,2026-05-01T14:21:34-07:00,0,0
projects/projects.js,97,js,72ff8f12,Shreyesh Vankina,2026-05-01,14:21:34,-07:00,2026-05-01T14:21:34-07:00,2,51
projects/projects.js,98,js,72ff8f12,Shreyesh Vankina,2026-05-01,14:21:34,-07:00,2026-05-01T14:21:34-07:00,4,59
projects/projects.js,99,js,72ff8f12,Shreyesh Vankina,2026-05-01,14:21:34,-07:00,2026-05-01T14:21:34-07:00,4,42
projects/projects.js,100,js,72ff8f12,Shreyesh Vankina,2026-05-01,14:21:34,-07:00,2026-05-01T14:21:34-07:00,2,1
projects/projects.js,101,js,72ff8f12,Shreyesh Vankina,2026-05-01,14:21:34,-07:00,2026-05-01T14:21:34-07:00,0,0
projects/projects.js,102,js,72ff8f12,Shreyesh Vankina,2026-05-01,14:21:34,-07:00,2026-05-01T14:21:34-07:00,2,56
projects/projects.js,103,js,72ff8f12,Shreyesh Vankina,2026-05-01,14:21:34,-07:00,2026-05-01T14:21:34-07:00,0,0
projects/projects.js,104,js,72ff8f12,Shreyesh Vankina,2026-05-01,14:21:34,-07:00,2026-05-01T14:21:34-07:00,2,31
projects/projects.js,105,js,72ff8f12,Shreyesh Vankina,2026-05-01,14:21:34,-07:00,2026-05-01T14:21:34-07:00,0,1
projects/index.html,1,html,a199bc73,Shreyesh Vankina,2026-04-10,14:26:39,-07:00,2026-04-10T14:26:39-07:00,0,13
projects/index.html,2,html,a199bc73,Shreyesh Vankina,2026-04-10,14:26:39,-07:00,2026-04-10T14:26:39-07:00,0,14
projects/index.html,3,html,a199bc73,Shreyesh Vankina,2026-04-10,14:26:39,-07:00,2026-04-10T14:26:39-07:00,0,4
projects/index.html,4,html,a199bc73,Shreyesh Vankina,2026-04-10,14:26:39,-07:00,2026-04-10T14:26:39-07:00,2,20
projects/index.html,5,html,a199bc73,Shreyesh Vankina,2026-04-10,14:26:39,-07:00,2026-04-10T14:26:39-07:00,2,68
projects/index.html,6,html,a199bc73,Shreyesh Vankina,2026-04-10,14:26:39,-07:00,2026-04-10T14:26:39-07:00,2,50
projects/index.html,7,html,a199bc73,Shreyesh Vankina,2026-04-10,14:26:39,-07:00,2026-04-10T14:26:39-07:00,2,41
projects/index.html,8,html,0d4ac2af,Shreyesh Vankina,2026-04-16,14:40:43,-07:00,2026-04-16T14:40:43-07:00,2,48
projects/index.html,9,html,a199bc73,Shreyesh Vankina,2026-04-10,14:26:39,-07:00,2026-04-10T14:26:39-07:00,0,5
projects/index.html,10,html,426c1659,Shreyesh Vankina,2026-04-05,20:23:50,-07:00,2026-04-05T20:23:50-07:00,0,4
projects/index.html,11,html,9db681a2,Shreyesh Vankina,2026-04-16,15:05:31,-07:00,2026-04-16T15:05:31-07:00,2,0
projects/index.html,12,html,2ff76dbf,Shreyesh Vankina,2026-04-25,18:29:03,-07:00,2026-04-25T18:29:03-07:00,2,38
projects/index.html,13,html,72ff8f12,Shreyesh Vankina,2026-05-01,14:21:34,-07:00,2026-05-01T14:21:34-07:00,2,0
projects/index.html,14,html,72ff8f12,Shreyesh Vankina,2026-05-01,14:21:34,-07:00,2026-05-01T14:21:34-07:00,2,27
projects/index.html,15,html,72ff8f12,Shreyesh Vankina,2026-05-01,14:21:34,-07:00,2026-05-01T14:21:34-07:00,4,58
projects/index.html,16,html,72ff8f12,Shreyesh Vankina,2026-05-01,14:21:34,-07:00,2026-05-01T14:21:34-07:00,4,22
projects/index.html,17,html,72ff8f12,Shreyesh Vankina,2026-05-01,14:21:34,-07:00,2026-05-01T14:21:34-07:00,2,4
projects/index.html,18,html,72ff8f12,Shreyesh Vankina,2026-05-01,14:21:34,-07:00,2026-05-01T14:21:34-07:00,0,0
projects/index.html,19,html,72ff8f12,Shreyesh Vankina,2026-05-01,14:21:34,-07:00,2026-05-01T14:21:34-07:00,2,4
projects/index.html,20,html,72ff8f12,Shreyesh Vankina,2026-05-01,14:21:34,-07:00,2026-05-01T14:21:34-07:00,3,15
projects/index.html,21,html,72ff8f12,Shreyesh Vankina,2026-05-01,14:21:34,-07:00,2026-05-01T14:21:34-07:00,3,11
projects/index.html,22,html,72ff8f12,Shreyesh Vankina,2026-05-01,14:21:34,-07:00,2026-05-01T14:21:34-07:00,3,26
projects/index.html,23,html,72ff8f12,Shreyesh Vankina,2026-05-01,14:21:34,-07:00,2026-05-01T14:21:34-07:00,3,31
projects/index.html,24,html,72ff8f12,Shreyesh Vankina,2026-05-01,14:21:34,-07:00,2026-05-01T14:21:34-07:00,2,0
projects/index.html,25,html,72ff8f12,Shreyesh Vankina,2026-05-01,14:21:34,-07:00,2026-05-01T14:21:34-07:00,0,0
projects/index.html,26,html,a199bc73,Shreyesh Vankina,2026-04-10,14:26:39,-07:00,2026-04-10T14:26:39-07:00,2,20
projects/index.html,27,html,72ff8f12,Shreyesh Vankina,2026-05-01,14:21:34,-07:00,2026-05-01T14:21:34-07:00,2,4
projects/index.html,28,html,72ff8f12,Shreyesh Vankina,2026-05-01,14:21:34,-07:00,2026-05-01T14:21:34-07:00,0,0
projects/index.html,29,html,2ff76dbf,Shreyesh Vankina,2026-04-25,18:29:03,-07:00,2026-04-25T18:29:03-07:00,2,47
projects/index.html,30,html,aa069acf,Shreyesh Vankina,2026-04-05,20:38:38,-07:00,2026-04-05T20:38:38-07:00,0,0
projects/index.html,31,html,a199bc73,Shreyesh Vankina,2026-04-10,14:26:39,-07:00,2026-04-10T14:26:39-07:00,0,5
projects/index.html,32,html,a199bc73,Shreyesh Vankina,2026-04-10,14:26:39,-07:00,2026-04-10T14:26:39-07:00,0,5
contact/index.html,1,html,426c1659,Shreyesh Vankina,2026-04-05,20:23:50,-07:00,2026-04-05T20:23:50-07:00,0,13
contact/index.html,2,html,426c1659,Shreyesh Vankina,2026-04-05,20:23:50,-07:00,2026-04-05T20:23:50-07:00,0,14
contact/index.html,3,html,426c1659,Shreyesh Vankina,2026-04-05,20:23:50,-07:00,2026-04-05T20:23:50-07:00,0,4
contact/index.html,4,html,426c1659,Shreyesh Vankina,2026-04-05,20:23:50,-07:00,2026-04-05T20:23:50-07:00,2,20
contact/index.html,5,html,426c1659,Shreyesh Vankina,2026-04-05,20:23:50,-07:00,2026-04-05T20:23:50-07:00,2,68
contact/index.html,6,html,426c1659,Shreyesh Vankina,2026-04-05,20:23:50,-07:00,2026-04-05T20:23:50-07:00,2,49
contact/index.html,7,html,426c1659,Shreyesh Vankina,2026-04-05,20:23:50,-07:00,2026-04-05T20:23:50-07:00,2,41
contact/index.html,8,html,0d4ac2af,Shreyesh Vankina,2026-04-16,14:40:43,-07:00,2026-04-16T14:40:43-07:00,2,48
contact/index.html,9,html,426c1659,Shreyesh Vankina,2026-04-05,20:23:50,-07:00,2026-04-05T20:23:50-07:00,0,5
contact/index.html,10,html,426c1659,Shreyesh Vankina,2026-04-05,20:23:50,-07:00,2026-04-05T20:23:50-07:00,0,4
contact/index.html,11,html,9db681a2,Shreyesh Vankina,2026-04-16,15:05:31,-07:00,2026-04-16T15:05:31-07:00,2,0
contact/index.html,12,html,a199bc73,Shreyesh Vankina,2026-04-10,14:26:39,-07:00,2026-04-10T14:26:39-07:00,2,0
contact/index.html,13,html,426c1659,Shreyesh Vankina,2026-04-05,20:23:50,-07:00,2026-04-05T20:23:50-07:00,2,14
contact/index.html,14,html,426c1659,Shreyesh Vankina,2026-04-05,20:23:50,-07:00,2026-04-05T20:23:50-07:00,2,73
contact/index.html,15,html,426c1659,Shreyesh Vankina,2026-04-05,20:23:50,-07:00,2026-04-05T20:23:50-07:00,4,0
contact/index.html,16,html,426c1659,Shreyesh Vankina,2026-04-05,20:23:50,-07:00,2026-04-05T20:23:50-07:00,4,5
contact/index.html,17,html,426c1659,Shreyesh Vankina,2026-04-05,20:23:50,-07:00,2026-04-05T20:23:50-07:00,6,9
contact/index.html,18,html,426c1659,Shreyesh Vankina,2026-04-05,20:23:50,-07:00,2026-04-05T20:23:50-07:00,6,31
contact/index.html,19,html,426c1659,Shreyesh Vankina,2026-04-05,20:23:50,-07:00,2026-04-05T20:23:50-07:00,4,6
contact/index.html,20,html,426c1659,Shreyesh Vankina,2026-04-05,20:23:50,-07:00,2026-04-05T20:23:50-07:00,0,0
contact/index.html,21,html,426c1659,Shreyesh Vankina,2026-04-05,20:23:50,-07:00,2026-04-05T20:23:50-07:00,4,5
contact/index.html,22,html,426c1659,Shreyesh Vankina,2026-04-05,20:23:50,-07:00,2026-04-05T20:23:50-07:00,6,6
contact/index.html,23,html,426c1659,Shreyesh Vankina,2026-04-05,20:23:50,-07:00,2026-04-05T20:23:50-07:00,6,20
contact/index.html,24,html,426c1659,Shreyesh Vankina,2026-04-05,20:23:50,-07:00,2026-04-05T20:23:50-07:00,4,6
contact/index.html,25,html,426c1659,Shreyesh Vankina,2026-04-05,20:23:50,-07:00,2026-04-05T20:23:50-07:00,0,0
contact/index.html,26,html,426c1659,Shreyesh Vankina,2026-04-05,20:23:50,-07:00,2026-04-05T20:23:50-07:00,4,5
contact/index.html,27,html,426c1659,Shreyesh Vankina,2026-04-05,20:23:50,-07:00,2026-04-05T20:23:50-07:00,6,6
contact/index.html,28,html,426c1659,Shreyesh Vankina,2026-04-05,20:23:50,-07:00,2026-04-05T20:23:50-07:00,6,31
contact/index.html,29,html,426c1659,Shreyesh Vankina,2026-04-05,20:23:50,-07:00,2026-04-05T20:23:50-07:00,4,6
contact/index.html,30,html,426c1659,Shreyesh Vankina,2026-04-05,20:23:50,-07:00,2026-04-05T20:23:50-07:00,0,0
contact/index.html,31,html,426c1659,Shreyesh Vankina,2026-04-05,20:23:50,-07:00,2026-04-05T20:23:50-07:00,4,21
contact/index.html,32,html,426c1659,Shreyesh Vankina,2026-04-05,20:23:50,-07:00,2026-04-05T20:23:50-07:00,2,5
contact/index.html,33,html,426c1659,Shreyesh Vankina,2026-04-05,20:23:50,-07:00,2026-04-05T20:23:50-07:00,0,5
contact/index.html,34,html,426c1659,Shreyesh Vankina,2026-04-05,20:23:50,-07:00,2026-04-05T20:23:50-07:00,0,5
